timestamp,test-class,test-method,time,description,result
2021-08-29 20:54:47.179,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,negativeBecomeConsumer,5649,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com, company=, sector=null, phone=622191444",OK
2021-08-29 20:54:53.354,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,negativeBecomeConsumer,5868,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de, company=, sector=null, phone=622191444",OK
2021-08-29 20:54:59.843,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,negativeBecomeConsumer,6218,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com, company=, sector=null, phone=622191444",OK
2021-08-29 20:55:05.891,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,negativeBecomeConsumer,5783,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com, company=, sector=null, phone=622191444",OK
2021-08-29 20:55:10.325,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,positiveBecomeConsumer,4146,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675",OK
2021-08-29 20:55:15.051,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,positiveBecomeConsumer,4468,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675",OK
2021-08-29 20:55:19.849,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,positiveBecomeConsumer,4551,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications, phone=638845675",OK
2021-08-29 20:55:24.506,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,positiveBecomeConsumer,4385,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications, phone=638845675",OK
2021-08-29 20:55:29.312,acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest,positiveBecomeConsumer,4541,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care, phone=638845675",OK
2021-08-29 20:55:57.686,acme.testing.manager.workplan.ManagerWorkplanAddTaskTest,NegativeAddTaskWorkplan,4684,"[1] ",OK
2021-08-29 20:56:03.524,acme.testing.manager.workplan.ManagerWorkplanAddTaskTest,positiveAddTaskWorkplan,5571,"[1] ",OK
2021-08-29 20:56:33.483,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,positiveCreateWorkplan,6892,"[1] recordIndex=6, title=WorkPlanTest 1, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=0.00, executionPeriod=744.00",OK
2021-08-29 20:56:40.118,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,positiveCreateWorkplan,6388,"[2] recordIndex=7, title=WorkplanTest 2, begin=2022/05/19 00:00, end=2022/06/19 00:00, isPublic=false, workload=0.00, executionPeriod=744.00",OK
2021-08-29 20:56:47.354,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,positiveCreateWorkplan,7002,"[3] recordIndex=8, title=WorkplanTest 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=0.00, executionPeriod=744.00",OK
2021-08-29 20:56:52.094,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,negativeCreateWorkplan,4474,"[1] recordIndex=3, title=null, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true",OK
2021-08-29 20:56:56.488,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,negativeCreateWorkplan,4093,"[2] recordIndex=4, title=WorkplanTest 2, begin=null, end=2022/06/19 00:00, isPublic=false",OK
2021-08-29 20:57:01.168,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,negativeCreateWorkplan,4416,"[3] recordIndex=5, title=WorkplanTest 3, begin=2022/05/09 09:00, end=null, isPublic=true",OK
2021-08-29 20:57:05.8,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,negativeCreateWorkplan,4376,"[4] recordIndex=6, title=WorkplanTest 4, begin=2021/05/09 09:00, end=2021/06/19 00:00, isPublic=true",OK
2021-08-29 20:57:10.708,acme.testing.manager.workplan.ManagerWorkPlanCreateTest,negativeCreateWorkplan,4617,"[5] recordIndex=7, title=WorkplanTest 5, begin=2022/06/09 09:00, end=2022/05/19 00:00, isPublic=true",OK
2021-08-29 20:57:37.586,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositiveWorkplan,5135,"[1] id=111, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, workload=56.00, executionPeriod=744.00",OK
2021-08-29 20:57:42.765,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositiveWorkplan,4933,"[2] id=112, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, workload=0.00, executionPeriod=744.45",OK
2021-08-29 20:57:47.826,acme.testing.manager.workplan.ManagerWorkPlanDeleteTest,deletePositiveWorkplan,4825,"[3] id=113, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, workload=11.30, executionPeriod=744.45",OK
2021-08-29 20:58:16.705,acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest,positivePrivatizeWorkplan,5983,"[1] recordIndex=0, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, isPublic=true, workload=56.00, executionPeriod=744.00",OK
2021-08-29 20:58:23.411,acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest,positivePrivatizeWorkplan,6464,"[2] recordIndex=1, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, isPublic=true, workload=0.00, executionPeriod=744.45",OK
2021-08-29 20:58:29.522,acme.testing.manager.workplan.ManagerWorkPlanPrivatizeTest,positivePrivatizeWorkplan,5889,"[3] recordIndex=2, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=11.30, executionPeriod=744.45",OK
2021-08-29 20:58:57.214,acme.testing.manager.workplan.ManagerWorkPlanListTest,list,5166,"[1] recordIndex=0, title=WorkPlan 1, begin=2021/05/09 09:00, end=2021/06/09 09:00, isPublic=true, workload=56.00, executionPeriod=744.00, tasks=121; task1; Public; 122; task2; Private; 124; task4; Public",OK
2021-08-29 20:59:01.941,acme.testing.manager.workplan.ManagerWorkPlanListTest,list,4473,"[2] recordIndex=1, title=Workplan 2, begin=2021/05/19 00:00, end=2021/06/19 00:00, isPublic=true, workload=0.00, executionPeriod=744.45, tasks=",OK
2021-08-29 20:59:07.176,acme.testing.manager.workplan.ManagerWorkPlanListTest,list,5008,"[3] recordIndex=2, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=true, workload=11.30, executionPeriod=744.45, tasks=123; task3; Public; 124; task4; Public",OK
2021-08-29 21:00:06.151,acme.testing.manager.workplan.ManagerWorkPlanRemoveTaskTest,delete,35641,"delete()",OK
2021-08-29 21:00:34.74,acme.testing.manager.workplan.ManagerWorkPlanPublicTest,positivePublishWorkplan,6049,"[1] recordIndex=3, title=Workplan 8, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=11.30, executionPeriod=744.45",OK
2021-08-29 21:00:40.896,acme.testing.manager.workplan.ManagerWorkPlanPublicTest,positivePublishWorkplan,5901,"[2] recordIndex=4, title=Workplan 9, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=20.00, executionPeriod=744.45",OK
2021-08-29 21:00:47.158,acme.testing.manager.workplan.ManagerWorkPlanPublicTest,positivePublishWorkplan,6008,"[3] recordIndex=5, title=Workplan 10, begin=2022/05/09 09:00, end=2022/06/09 09:00, isPublic=false, workload=0.25, executionPeriod=744.45",OK
2021-08-29 21:01:13.472,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,positiveUpdateWorkplan,4361,"[1] title=Mi workplan, startDate=2022/10/09 09:00, endDate=2022/12/09 09:00",OK
2021-08-29 21:01:17.63,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,negativeUpdateWorkplan,3837,"[1] title=Mi workplan, startDate=null, endDate=2022/12/09 09:00",OK
2021-08-29 21:01:21.649,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,negativeUpdateWorkplan,3731,"[2] title=null, startDate=null, endDate=null",OK
2021-08-29 21:01:25.897,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,negativeUpdateWorkplan,3964,"[3] title=Mi workplan2, startDate=null, endDate=2022/11/09 09:00",OK
2021-08-29 21:01:30.142,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,negativeUpdateWorkplan,3977,"[4] title=Mi workplan3, startDate=2022/12/09 09:00, endDate=2022/12/09 09:00",OK
2021-08-29 21:01:34.256,acme.testing.manager.workplan.ManagerWorkplanUpdateTest,negativeUpdateWorkplan,3888,"[5] title=null, startDate=2022/12/09 09:00, endDate=2022/12/09 09:00",OK
2021-08-29 21:02:02.046,acme.testing.authenticated.task.AuthenticatedTaskListTest,list,5081,"[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00",OK
2021-08-29 21:02:06.774,acme.testing.authenticated.task.AuthenticatedTaskListTest,list,4452,"[2] recordIndex=1, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=25.30, executionPeriod=72.10",OK
2021-08-29 21:02:11.574,acme.testing.authenticated.task.AuthenticatedTaskListTest,list,4517,"[3] recordIndex=2, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=72.00",OK
2021-08-29 21:02:41.795,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7268,"[1] recordIndex=7, title=task11, begin=2021/10/12 10:00, end=2021/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00",OK
2021-08-29 21:02:48.492,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6452,"[2] recordIndex=8, title=task12, begin=2022/10/12 10:00, end=2022/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00",OK
2021-08-29 21:02:55.552,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6805,"[3] recordIndex=9, title=task13, begin=2021/11/06 09:00, end=2021/12/06 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.20",OK
2021-08-29 21:03:02.633,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6839,"[4] recordIndex=10, title=task14, begin=2022/06/09 07:00, end=2022/06/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=1.00",OK
2021-08-29 21:03:08.763,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,5909,"[5] recordIndex=11, title=task15, begin=2021/09/20 10:00, end=2021/09/22 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=25.59",OK
2021-08-29 21:03:16.178,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7186,"[6] recordIndex=12, title=task16, begin=2022/03/27 11:00, end=2022/03/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=20.00",OK
2021-08-29 21:03:22.788,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6375,"[7] recordIndex=13, title=task17, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=99.59",OK
2021-08-29 21:03:29.678,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,6658,"[8] recordIndex=14, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.59",OK
2021-08-29 21:03:34.113,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4174,"[1] recordIndex=3, title=null, begin=null, end=null, description=null, link=null, isPublic=false, workload=null",OK
2021-08-29 21:03:38.794,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4414,"[2] recordIndex=3, title=null, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00",OK
2021-08-29 21:03:43.558,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4501,"[3] recordIndex=3, title=task3, begin=null, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30",OK
2021-08-29 21:03:48.421,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4595,"[4] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=null, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30",OK
2021-08-29 21:03:53.281,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4603,"[5] recordIndex=3, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=null, link=http://www.example.com, isPublic=true, workload=25.30",OK
2021-08-29 21:03:57.861,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4314,"[6] recordIndex=3, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=null, isPublic=false, workload=null",OK
2021-08-29 21:04:02.735,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4621,"[7] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.60",OK
2021-08-29 21:04:07.608,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4622,"[8] recordIndex=3, title=task21, begin=2021/08/21 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.40",OK
2021-08-29 21:04:12.464,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4604,"[9] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=10.10",OK
2021-08-29 21:04:17.268,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4538,"[10] recordIndex=3, title=Has gananado un viajea a Nigeria, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=10.10",OK
2021-08-29 21:04:22.052,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4545,"[11] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=Sexo en Nigeria, link=http://www.example.com, isPublic=true, workload=0.10",OK
2021-08-29 21:04:26.918,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4604,"[12] recordIndex=3, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=1.01",OK
2021-08-29 21:04:31.73,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4571,"[13] recordIndex=3, title=t, begin=2021/08/21 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.40",OK
2021-08-29 21:04:36.626,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4548,"[14] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=99.60",OK
2021-08-29 21:04:41.403,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4460,"[15] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.00",OK
2021-08-29 21:04:46.007,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4282,"[16] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=-100.00",OK
2021-08-29 21:04:50.924,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4619,"[17] recordIndex=3, title=task18, begin=2022/07/20 11:00, end=2022/07/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=100.60",OK
2021-08-29 21:05:20.026,acme.testing.manager.task.ManagerTaskListTest,listAll,4936,"[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00",OK
2021-08-29 21:05:24.98,acme.testing.manager.task.ManagerTaskListTest,listAll,4642,"[2] recordIndex=1, title=task2, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00, executionPeriod=24.10",OK
2021-08-29 21:05:29.752,acme.testing.manager.task.ManagerTaskListTest,listAll,4504,"[3] recordIndex=2, title=task3, begin=2021/11/13 09:00, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30, executionPeriod=720.00",OK
2021-08-29 21:05:34.804,acme.testing.manager.task.ManagerTaskListTest,listAll,4781,"[4] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30, executionPeriod=1.00",OK
2021-08-29 21:05:39.718,acme.testing.manager.task.ManagerTaskListTest,listAll,4653,"[5] recordIndex=4, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=25.30, executionPeriod=72.10",OK
2021-08-29 21:05:44.654,acme.testing.manager.task.ManagerTaskListTest,listAll,4710,"[6] recordIndex=5, title=task9, begin=2020/01/27 11:00, end=2020/01/30 11:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=72.00",OK
2021-08-29 21:05:49.514,acme.testing.manager.task.ManagerTaskListTest,listAll,4597,"[7] recordIndex=6, title=task10, begin=2021/08/20 09:00, end=2021/08/20 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.25, executionPeriod=1.00",OK
2021-08-29 21:06:19.265,acme.testing.manager.task.ManagerTaskPublishTest,publihsPositive,6541,"[1] recordIndex=0, title=task5, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.15",OK
2021-08-29 21:06:26.311,acme.testing.manager.task.ManagerTaskPublishTest,publihsPositive,6782,"[2] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=1.00",OK
2021-08-29 21:06:33.277,acme.testing.manager.task.ManagerTaskPublishTest,publihsPositive,6699,"[3] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45",OK
2021-08-29 21:06:38.379,acme.testing.manager.task.ManagerTaskPublishTest,publihsNegative,4833,"[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00",OK
2021-08-29 21:06:43.539,acme.testing.manager.task.ManagerTaskPublishTest,publihsNegative,4791,"[2] recordIndex=3, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30",OK
2021-08-29 21:07:11.814,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,5637,"[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00",OK
2021-08-29 21:07:17.161,acme.testing.manager.task.ManagerTaskDeleteTest,deletePositive,5073,"[2] recordIndex=0, title=task2, begin=2020/10/12 10:00, end=2020/10/13 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=13.00, executionPeriod=24.10",OK
2021-08-29 21:07:48.357,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,8161,"[1] recordIndex=0, title=task5Updated, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=false, workload=0.15, executionPeriod=1.17",OK
2021-08-29 21:07:56.592,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,7930,"[2] recordIndex=0, title=task5Updated, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.updated.com, isPublic=false, workload=0.15, executionPeriod=1.17",OK
2021-08-29 21:08:05.171,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,8316,"[3] recordIndex=0, title=task5Updated, begin=2024/10/14 10:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., link=http://www.updated.com, isPublic=false, workload=0.15, executionPeriod=0.17",OK
2021-08-29 21:08:13.724,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,8296,"[4] recordIndex=1, title=task6h, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=Description Updated., link=http://www.example.com, isPublic=false, workload=1.00, executionPeriod=2.00",OK
2021-08-29 21:08:22.443,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,8392,"[5] recordIndex=2, title=task7h, begin=2025/10/27 10:00, end=2025/10/27 14:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45, executionPeriod=4.00",OK
2021-08-29 21:08:26.635,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,3914,"[1] recordIndex=0, title=null, begin=null, end=null, description=null, workload=null",OK
2021-08-29 21:08:30.994,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4083,"[2] recordIndex=0, title=null, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=0.15",OK
2021-08-29 21:08:35.354,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4104,"[3] recordIndex=0, title=task5, begin=null, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=null",OK
2021-08-29 21:08:39.787,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4169,"[4] recordIndex=0, title=task5, begin=2024/10/14 09:00, end=null, description=The principals of the system can be either anonymous users., workload=null",OK
2021-08-29 21:08:44.1,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4048,"[5] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=The principals of the system can be either anonymous users., workload=null",OK
2021-08-29 21:08:48.145,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,3746,"[6] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=null, workload=1.00",OK
2021-08-29 21:08:52.65,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4263,"[7] recordIndex=2, title=task7, begin=2025/10/28 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=0.45",OK
2021-08-29 21:08:57.045,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4109,"[8] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/26 12:00, description=The principals of the system can be either anonymous users., workload=0.45",OK
2021-08-29 21:09:01.444,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4127,"[9] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 10:00, description=The principals of the system can be either anonymous users., workload=0.45",OK
2021-08-29 21:09:05.826,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4091,"[10] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=3.00",OK
2021-08-29 21:09:10.316,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4259,"[11] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., workload=0.60",OK
2021-08-29 21:09:14.709,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4155,"[12] recordIndex=0, title=Nigeria, begin=2024/10/14 09:00, end=2024/10/14 10:10, description=The principals of the system can be either anonymous users., workload=0.15",OK
2021-08-29 21:09:19.296,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,4279,"[13] recordIndex=1, title=task6, begin=2022/05/09 10:00, end=2022/05/09 12:00, description=Nigeria, workload=1.00",OK
2021-08-29 21:09:42.918,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,1057,"[1] recordIndex=0, moment=2021/03/18 20:00, author=Mary Doe, text=I'm tired, info=null",OK
2021-08-29 21:09:44.141,acme.testing.anonymous.shout.AnonymousShoutListAllTest,listAll,933,"[2] recordIndex=1, moment=2020/08/20 17:15, author=Patrick Start, text=I'm happy, info=http://www.example.com",OK
