timestamp;test-class;test-method;time;description;result;;;
2021-08-29 23:03:53.646;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;2977;[3] recordIndex=9, moment=2021/05/16 18:29, author=Ian Somerhalder, text=I'm handsome, info=null;OK;;;
2021-08-29 23:03:56.821;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;2995;[4] recordIndex=10, moment=2021/05/16 18:29, author=Peter Parker, text=Mary Jane doesn't love me anymore:(, info=http://www.example.com;OK;;;
2021-08-29 23:04:00.053;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3051;[5] recordIndex=11, moment=2021/05/16 18:29, author=Squidward Po, text=I'm 15!, info=https://www.youtube.com/watch?v=Gx4qSjcKNcA;OK;;;
2021-08-29 23:04:03.203;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;2968;[6] recordIndex=12, moment=2021/05/16 18:29, author=Frank Cyrus, text=Bored!, info=null;OK;;;
2021-08-29 23:04:06.384;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3002;[7] recordIndex=13, moment=2021/05/16 18:29, author=Javier Vila, text=I'm hungry!, info=https://twitter.com;OK;;;
;;Promedio createPositive;2995,142857;;;;;
2021-08-29 23:03:10.542;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;2368;[1] recordIndex=0, moment=2021/03/18 20:00, author=Mary Doe, text=I'm tired, info=null;OK;;;
2021-08-29 23:03:13.225;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;2220;[2] recordIndex=1, moment=2020/08/20 17:15, author=Patrick Start, text=I'm happy, info=http://www.example.com;OK;;;
2021-08-29 23:03:15.708;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;2254;[3] recordIndex=2, moment=2020/08/20 17:15, author=Ian Somerhalder, text=Just turning 42!, info=null;OK;;;
2021-08-29 23:03:17.593;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;1425;[4] recordIndex=3, moment=2018/05/09 10:37, author=Peter Parker, text=I'm Spiderman!, info=http://www.example.com;OK;;;
2021-08-29 23:03:20.31;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;2256;[5] recordIndex=4, moment=2020/09/12 11:20, author=Squidward Po, text=I'm angry, info=https://www.youtube.com/watch?v=Gx4qSjcKNcA;OK;;;
2021-08-29 23:03:22.182;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;1425;[6] recordIndex=5, moment=2021/08/28 10:25, author=Frank Cyrus, text=Bored!, info=null;OK;;;
2021-08-29 23:03:24.634;acme.testing.anonymous.shout.AnonymousShoutListAllTest;listAll;1990;[7] recordIndex=6, moment=2021/08/28 10:37, author=Javier Decuca, text=I'm Hacker!, info=https://twitter.com;OK;;;
;;Promedio listAll;1991,142857;;;;;
2021-08-29 23:03:34.399;acme.testing.anonymous.shout.AnonymousShoutListRecentTest;listRecent;2095;[1] recordIndex=0, moment=2021/08/28 10:37, author=Javier Decuca, text=I'm Hacker!, info=https://twitter.com;OK;;;
2021-08-29 23:03:36.667;acme.testing.anonymous.shout.AnonymousShoutListRecentTest;listRecent;2085;[2] recordIndex=1, moment=2021/08/28 10:25, author=Frank Cyrus, text=Bored!, info=null;OK;;;
;;Promedio listRecent;2090;;;;;
2021-08-29 23:08:49.004;acme.testing.anonymous.task.AnonymousTaskListTest;list;2731;[1] recordIndex=0, title=task3, begin=2021/11/13 09:00, end=2021/12/13 09:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=55.30, executionPeriod=720.00;OK;;;
2021-08-29 23:08:51.889;acme.testing.anonymous.task.AnonymousTaskListTest;list;2682;[2] recordIndex=1, title=task4, begin=2021/11/09 07:00, end=2021/11/09 08:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.30, executionPeriod=1.00;OK;;;
2021-08-29 23:08:54.757;acme.testing.anonymous.task.AnonymousTaskListTest;list;2679;[3] recordIndex=2, title=task7, begin=2025/10/27 10:00, end=2025/10/27 12:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=0.45, executionPeriod=2.00;OK;;;
;;Promedio list;2697,333333;;;;;
2021-08-29 23:11:43.425;acme.testing.anonymous.workPlan.AnonymousWorkPlanListTest;listWorkPlan;2610;[1] recordIndex=0, title=Workplan 3, begin=2022/05/09 09:00, end=2022/06/09 09:00, workload=11.30, executionPeriod=744.45;OK;;;
;;Promedio listWorkPlan;2610;;;;;
2021-08-29 23:11:33.135;acme.testing.anonymous.workPlan.AnonymousWorkPlanShowTest;listWorkPlanTasks;2956;[1] recordIndex=0, tasks=123;;;;
;;Promedio listWorkPlanTasks;2956;;;;;
2021-08-29 22:48:54.891;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6558;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:01.693;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6581;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:08.417;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6519;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:15.132;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6525;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:21.814;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6493;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:28.533;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6514;[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:35.255;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6531;[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:41.938;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6492;[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:48.846;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6570;[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:49:55.561;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6508;[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:50:02.268;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6517;[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 22:50:08.999;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;negativeBecomeConsumer;6527;[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com, company=, sector=null, phone=622191444;OK;;;
;;Promedio negativeBecomeConsumer;6527,916667;;;;;
2021-08-29 22:50:13.927;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;positiveBecomeConsumer;4739;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675;OK;;;
2021-08-29 22:50:18.901;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;positiveBecomeConsumer;4771;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675;OK;;;
2021-08-29 22:50:23.814;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;positiveBecomeConsumer;4725;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications, phone=638845675;OK;;;
2021-08-29 22:50:28.722;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;positiveBecomeConsumer;4721;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications, phone=638845675;OK;;;
2021-08-29 22:50:33.628;acme.testing.authenticated.consumer.AuthenticatedConsumerCreateTest;positiveBecomeConsumer;4715;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care, phone=638845675;OK;;;
;;Promedio positiveBecomeConsumer;4734,2;;;;;
2021-08-29 22:48:40.603;acme.testing.authenticated.consumer.AuthenticatedConsumerUpdateTest;negativeUpdateConsumer;4819;[1] company=null, sector=null;OK;;;
;;Promedio negativeUpdateConsumer;4819;;;;;
2021-08-29 22:48:35.565;acme.testing.authenticated.consumer.AuthenticatedConsumerUpdateTest;positiveUpdateConsumer;10029;[1] company=Telefonica, sector=Informatica;OK;;;
;;Promedio positiveUpdateConsumer;10029;;;;;
2021-08-29 23:04:41.936;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9683;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com;OK;;;
2021-08-29 23:04:52.077;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9688;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com;OK;;;
2021-08-29 23:05:02.253;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9726;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es;OK;;;
2021-08-29 23:05:12.164;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9442;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com;OK;;;
2021-08-29 23:05:22.273;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9656;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw;OK;;;
2021-08-29 23:05:32.441;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9720;[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name;OK;;;
2021-08-29 23:05:42.529;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9635;[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com;OK;;;
2021-08-29 23:05:52.424;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9432;[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com;OK;;;
2021-08-29 23:06:02.332;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9669;[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com;OK;;;
2021-08-29 23:06:12.225;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9673;[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de;OK;;;
2021-08-29 23:06:22.379;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9685;[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com;OK;;;
2021-08-29 23:06:31.993;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;negativeBecomeManager;9160;[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com;OK;;;
;;Promedio negativeBecomeManager;9597,416667;;;;;
2021-08-29 23:06:39.563;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7119;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer;OK;;;
2021-08-29 23:06:47.093;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7074;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer;OK;;;
2021-08-29 23:06:54.691;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7145;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications;OK;;;
2021-08-29 23:07:02.269;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7110;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications;OK;;;
2021-08-29 23:07:09.848;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7126;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care;OK;;;
2021-08-29 23:07:17.418;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7114;[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name, company=Baby Care, GmbH, sector=Children care;OK;;;
2021-08-29 23:07:25.013;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7142;[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com, company=Like children, sector=N/A;OK;;;
2021-08-29 23:07:32.636;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7155;[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com, company=Good at WIS development, sector=Design and Testing II;OK;;;
2021-08-29 23:07:40.203;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7113;[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com, company=Good at playing the piano, sector=Skoove on-line course;OK;;;
2021-08-29 23:07:47.76;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7090;[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de, company=N/A, sector=N/A;OK;;;
2021-08-29 23:07:55.342;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7126;[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com, company=Like spiders, sector=Aracno Master at Toaster’s University;OK;;;
2021-08-29 23:08:02.932;acme.testing.authenticated.manager.AuthenticatedManagerCreateTest;positiveBecomeManager;7137;[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com, company=Java EE, HTML, CSS, JavaScript, JSP, sector=Toaster’s University;OK;;;
;;Promedio positiveBecomeManager;7120,916667;;;;;
2021-08-29 23:08:38.564;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;negativeUpdateManager;4747;[1] company=null, sector=null;OK;;;
;;Promedio negativeUpdateManager;4747;;;;;
2021-08-29 23:08:16.126;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;positiveUpdateManager;5629;[1] company=Telefonica, sector=Informatica;OK;;;
2021-08-29 23:08:21.94;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;positiveUpdateManager;5606;[2] company=Movistar, sector=Informatica;OK;;;
2021-08-29 23:08:27.776;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;positiveUpdateManager;5648;[3] company=Vodafone, sector=Informatica;OK;;;
2021-08-29 23:08:33.629;acme.testing.authenticated.manager.AuthenticatedManagerUpdateTest;positiveUpdateManager;5664;[4] company=Rockstar, sector=Informatica;OK;;;
;;Promedio positiveUpdateManager;5636,75;;;;;
2021-08-29 23:14:17.599;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;negativeBecomeProvider;6502;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 23:14:24.314;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;negativeBecomeProvider;6479;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 23:14:31.02;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;negativeBecomeProvider;6516;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=, sector=null, phone=622191444;OK;;;
2021-08-29 23:14:37.7;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;negativeBecomeProvider;6490;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=, sector=null, phone=622191444;OK;;;
2021-08-29 23:14:44.414;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;negativeBecomeProvider;6525;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=, sector=null, phone=622191444;OK;;;
;;Promedio negativeBecomeProvider;6502,4;;;;;
2021-08-29 23:14:49.345;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;positiveBecomeProvider;4739;[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675;OK;;;
2021-08-29 23:14:54.307;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;positiveBecomeProvider;4774;[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, company=Cash & Carry, Co, sector=Retailer, phone=638845675;OK;;;
2021-08-29 23:14:59.265;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;positiveBecomeProvider;4756;[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, company=Networks, Inc., sector=Communications, phone=638845675;OK;;;
2021-08-29 23:15:04.177;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;positiveBecomeProvider;4724;[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, company=Networks, Inc., sector=Communications, phone=638845675;OK;;;
2021-08-29 23:15:09.145;acme.testing.authenticated.provider.AuthenticatedProviderCreateTest;positiveBecomeProvider;4778;[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, company=Baby Care, GmbH, sector=Children care, phone=638845675;OK;;;
;;Promedio positiveBecomeProvider;4754,2;;;;;
2021-08-29 23:15:31.66;acme.testing.authenticated.provider.AuthenticatedProviderUpdateTest;negativeUpdateConsumer;4685;[1] company=null, sector=null;OK;;;
;;Promedio negativeUpdateConsumer;4685;;;;;
2021-08-29 23:15:26.787;acme.testing.authenticated.provider.AuthenticatedProviderUpdateTest;positiveUpdateConsumer;9965;[1] company=Telefonica, sector=Informatica;OK;;;
;;Promedio positiveUpdateConsumer;9965;;;;;
2021-08-29 22:55:17.33;acme.testing.authenticated.task.AuthenticatedTaskListTest;list;5784;[1] recordIndex=0, title=task1, begin=2010/10/12 10:00, end=2010/10/13 10:00, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=20.00, executionPeriod=24.00;OK;;;
2021-08-29 22:55:23.281;acme.testing.authenticated.task.AuthenticatedTaskListTest;list;5777;[2] recordIndex=1, title=task8, begin=2020/10/27 10:00, end=2020/10/30 10:10, description=The principals of the system can be either anonymous users., link=http://www.example.com, isPublic=true, workload=25.30, executionPeriod=72.10;OK;;;
